name,caption,sentiment,emotion,desire
Two businessmen fighting,Two businessmen fighting,negative,anger,vengeance
Happy man with mobile phone and bicycle in city,Smiling mature man using mobile phone while walking with bicycle. Male commuter is wearing sweater in city. He is traveling during sunset.,positive,happiness,none
Portrait of happy young woman,Portrait of happy young woman,positive,happiness,none
Father trying to work from home,Father trying to work from home,neutral,neutral,family
"Woman pulling face, sticking out tongue","Woman pulling face, sticking out tongue",negative,disgust,none
Portrait of woman lying on the couch at home thinking,Portrait of woman lying on the couch at home thinking,positive,happiness,none
Successful partnership,Business people shaking hands,positive,happiness,social-contact
Smiling Caucasian couple posing for selfie with engagement ring,Smiling Caucasian couple posing for selfie with engagement ring,positive,happiness,romance
"Stadium crowd jeering, open mouthed and pointing, low angle view","Stadium crowd jeering, open mouthed and pointing, low angle view",negative,anger,none
An inspired team is a winning team,Shot of a group of colleagues having a meeting at work,positive,happiness,social-contact
Teenager boy looking through the window at home,Teenager boy looking through the window at home,negative,sad,none
Rude female leader yelling at her coworkers through megaphone in the office.,Angry female manager yelling at her team through megaphone in the office.,negative,anger,none
Revenge,"One of the photos of a series on ""problematic man-woman relationship"". In this photo the woman finally has her revenge on the humiliation and violence suffered. The photo was postprocessed by increasing contrast, desaturating the color and adding a sepia toning. A strong vignetting was added to increase the strength of the scene. The photo was taken during the Tokyo iStockalypse",negative,anger,vengeance
Young man reading a book hand close up.,Young man reading a book hand close up.,neutral,neutral,none
Pre-school children,Preschool children in a classroom for story time.,positive,happiness,curiosity
Mistrust in Couple due to Jealousy. Woman Spying on her Boyfriend's Phone,Mistrust in Couple due to Jealousy. Woman Spying on her Boyfriend's Phone,negative,sad,romance
Kneeling young man proposing to his girlfriend,Kneeling young man proposing to his girlfriend,positive,happiness,romance
Woman looking at fallen chandelier,Mother standing in dining room looking at chandelier that crashed onto table,negative,fear,curiosity
Young woman with disturbed look on face,Young woman with disturbed look on face,negative,anger,none
Happy little Asian toddler girl with flower-shaped sunglasses smiling joyfully having fun outdoors enjoying Summer days in the park,Happy little Asian toddler girl with flower-shaped sunglasses smiling joyfully having fun outdoors enjoying Summer days in the park,positive,happiness,curiosity
Senior Black Couple Walking Off the Tennis Court,Senior black couple leaving the tennis court after their workout.,neutral,neutral,none
Senior backpackers hugging in the forest,Active senior couple during outdoors hiking adventure hugging in fear of wild animal.,negative,fear,tranquility
Relaxed woman sitting on wooden jetty at a remote lake,Relaxed woman sitting on wooden jetty at a remote lake,neutral,neutral,none
"Slovenia, Bovec, three friends at Soca river at sunset","Slovenia, Bovec, three friends at Soca river at sunset",positive,happiness,social-contact
Couple walking together in forest,Couple walking together in forest,neutral,neutral,none
Screaming young woman with cell phone sitting in armchair,Screaming young woman with cell phone sitting in armchair,positive,happiness,none
Laughter and leisure,Cropped shot of a loving mature couple relaxing in a pool,neutral,neutral,none
Portrait of woman laughing,Portrait of woman laughing,positive,happiness,none
Portrait of an angry man,Portrait of an angry man,negative,anger,none
Surprised young woman holding a cellphone,Surprised young woman holding a cellphone,positive,happiness,none
"Germany, Cologne, Boy with carrot making a face, portrait, close-up","Germany, Cologne, Boy with carrot making a face, portrait, close-up",negative,disgust,none
Senior couple jogging uphill in the park,Fit senior couple jogging uphill in the autumn leaves covered park,neutral,neutral,none
Two young men playing with bounce and hop balls,"Pacific Palisades, California, USA",positive,happiness,social-contact
Fisherman,Portrait of senior fisherman in front of sea,neutral,neutral,none
Happy mother and son saving money in a piggybank,Portrait of a happy mother and son saving money in a piggybank and smiling - home finances concepts,positive,happiness,family
Said yes!,Cropped shot of an affectionate young couple announcing their engagement over video chat,positive,happiness,romance
Portrait of Elderly man lost in thought - Coronavirus,Sad Mature man Suffering From Agoraphobia Looking Out Of Window,negative,sad,tranquility
Two young women fighting over high heeled shoe,Two young women fighting over high heeled shoe,negative,anger,vengeance
Man relaxes on inflatable lounger in garden at home,Sunbathing in the sun on blue lounger with sunglasses and wooden fence,neutral,neutral,none
Concerned Hispanic mother checking daughter's injury,Concerned Hispanic mother checking daughter's injury,negative,fear,curiosity
Mature couple walking in a field,Mature couple walking in a field,neutral,neutral,none
Young woman is reading a book while commuting,Young woman is reading a book while commuting,positive,happiness,curiosity
Big family,Multi-generational family is posting in front of the camera. They are sitting on the sofa in the living room.,positive,happiness,social-contact
Did something real bad,Shot of a beautiful young woman looking scared against a pink background,negative,fear,none
He is a summer child,Portrait of a cheerful little boy smiling at the camera outside during the day,positive,happiness,none
Man in restaurant with bug in soup,Man in restaurant with bug in soup,negative,disgust,none
"Portrait of young couple with toddler girl in the morning indoors in bathroom at home, kissing.","Man, woman with lilttle daughter holding wooden toothbrush.",positive,happiness,family
Happy businesswoman with arm raised in triumph,Excited businesswoman with arm raised in triumph,positive,happiness,none
Frustrated and furious young woman gestures grimacing,"""This beautiful young Indian woman looks frustrated and furious, her hands like claws and her teeth clenched. Against a rose pink background.""",negative,anger,none
Happy couple hugging on the beach,Happy couple hugging on the beach,positive,happiness,romance
Businessman with a bicycle in office,Businessman with a bicycle in office. Business professional going home after work.,positive,happiness,none
Girl playing with father video games,Father and daughter sitting on the floor in living room at home and playing video game. Family enjoying time together during lockdown due to COVID-19.,neutral,neutral,family
Boy with a magnifying glass in a forest,Young boy exploring a forest with a magnifying glass,positive,happiness,curiosity
